"sample.id","name","Genus","Seqs_pr_taxon","Total_seqs","Prcnt_seqs","Family","Order","Rank","taxonomy_lvl"
"20","Lupinus sericeus","Lupinus",947,49733,1.90416825850039,"Fabaceae","Fabales","species",NA
"20","Taraxacum officinale","Taraxacum",703,49733,1.41354834817928,"Asteraceae","Asterales","species",NA
"21","Hydrophyllum fendleri","Hydrophyllum",17841,28613,62.3527767098871,"Hydrophyllaceae","Boraginales","species",NA
"21","Hydrophyllum capitatum","Hydrophyllum",987,28613,3.44948100513753,"Hydrophyllaceae","Boraginales","species",NA
"21","Lupinus argenteus","Lupinus",466,28613,1.62863034285115,"Fabaceae","Fabales","species",NA
"21","Lupinus sericeus","Lupinus",341,28613,1.19176598049837,"Fabaceae","Fabales","species",NA
"21","Taraxacum officinale","Taraxacum",332,28613,1.16031174640897,"Asteraceae","Asterales","species",NA
"21","Mertensia fusiformis","Mertensia",290,28613,1.01352532065844,"Boraginaceae","Boraginales","species",NA
"22","Lupinus argenteus","Lupinus",4,32,12.5,"Fabaceae","Fabales","species",NA
"22","Mertensia ciliata","Mertensia",2,32,6.25,"Boraginaceae","Boraginales","species",NA
"22","Lupinus sericeus","Lupinus",2,32,6.25,"Fabaceae","Fabales","species",NA
"22","Hydrophyllum fendleri","Hydrophyllum",2,32,6.25,"Hydrophyllaceae","Boraginales","species",NA
"22","Mertensia fusiformis","Mertensia",1,32,3.125,"Boraginaceae","Boraginales","species",NA
"24","Taraxacum officinale","Taraxacum",430,11984,3.58811748998665,"Asteraceae","Asterales","species",NA
"24","Dasiphora fruticosa","Dasiphora",150,11984,1.25166889185581,"Rosaceae","Rosales","species",NA
"25","Taraxacum officinale","Taraxacum",464,54231,0.85559919603179,"Asteraceae","Asterales","species",NA
"25","Dasiphora fruticosa","Dasiphora",257,54231,0.473898692629677,"Rosaceae","Rosales","species",NA
"26","Taraxacum officinale","Taraxacum",8434,388389,2.17153420925927,"Asteraceae","Asterales","species",NA
"26","Hydrophyllum capitatum","Hydrophyllum",2375,388389,0.611500325704384,"Hydrophyllaceae","Boraginales","species",NA
"27","Lupinus argenteus","Lupinus",429,58087,0.738547351386713,"Fabaceae","Fabales","species",NA
"27","Lupinus sericeus","Lupinus",368,58087,0.633532459930793,"Fabaceae","Fabales","species",NA
"27","Hydrophyllum capitatum","Hydrophyllum",360,58087,0.619760015149689,"Hydrophyllaceae","Boraginales","species",NA
"29","Agastache pallidiflora","Agastache",50577,202110,25.0244916134778,"Lamiaceae","Lamiales","species",NA
"29","Lupinus argenteus","Lupinus",3647,202110,1.80446291623373,"Fabaceae","Fabales","species",NA
"29","Helianthella quinquenervis","Helianthella",2908,202110,1.4388204443125,"Asteraceae","Asterales","species",NA
"30","Lupinus argenteus","Lupinus",60731,283698,21.4069186247348,"Fabaceae","Fabales","species",NA
"33","Mertensia ciliata","Mertensia",14,199,7.03517587939699,"Boraginaceae","Boraginales","species",NA
"33","Hydrophyllum fendleri","Hydrophyllum",5,199,2.51256281407035,"Hydrophyllaceae","Boraginales","species",NA
"33","Lupinus argenteus","Lupinus",4,199,2.01005025125628,"Fabaceae","Fabales","species",NA
"35","Dasiphora fruticosa","Dasiphora",1633,186141,0.877291945353254,"Rosaceae","Rosales","species",NA
"35","Mertensia fusiformis","Mertensia",1385,186141,0.744059610725203,"Boraginaceae","Boraginales","species",NA
"35","Lupinus argenteus","Lupinus",1230,186141,0.660789401582671,"Fabaceae","Fabales","species",NA
"36","Lupinus argenteus","Lupinus",7443,58361,12.7533798255684,"Fabaceae","Fabales","species",NA
"36","Lupinus sericeus","Lupinus",7133,58361,12.2222031836329,"Fabaceae","Fabales","species",NA
"36","Hydrophyllum fendleri","Hydrophyllum",3881,58361,6.64998886242525,"Hydrophyllaceae","Boraginales","species",NA
"36",NA,NA,3344,58361,5.72985384074982,"Asteraceae","Asterales","species",NA
"36","Mertensia ciliata","Mertensia",1915,58361,3.28130086873083,"Boraginaceae","Boraginales","species",NA
"38","Hydrophyllum fendleri","Hydrophyllum",35190,142535,24.6886729575192,"Hydrophyllaceae","Boraginales","species",NA
"38","Hydrophyllum capitatum","Hydrophyllum",4583,142535,3.21535061563826,"Hydrophyllaceae","Boraginales","species",NA
"38","Taraxacum officinale","Taraxacum",894,142535,0.627214368400744,"Asteraceae","Asterales","species",NA
"38","Lupinus argenteus","Lupinus",872,142535,0.611779562914372,"Fabaceae","Fabales","species",NA
"39","Lupinus argenteus","Lupinus",564,97112,0.580772716039212,"Fabaceae","Fabales","species",NA
"39","Lupinus sericeus","Lupinus",557,97112,0.573564544031634,"Fabaceae","Fabales","species",NA
"40","Lupinus argenteus","Lupinus",67212,711896,9.4412667018778,"Fabaceae","Fabales","species",NA
"40","Lupinus sericeus","Lupinus",50775,711896,7.13236203040894,"Fabaceae","Fabales","species",NA
"40",NA,NA,49375,711896,6.93570409160889,"Asteraceae","Asterales","species",NA
"40","Hydrophyllum fendleri","Hydrophyllum",18924,711896,2.65825345275153,"Hydrophyllaceae","Boraginales","species",NA
"40","Vicia americana","Vicia",18878,711896,2.65179183476238,"Fabaceae","Fabales","species",NA
"40","Taraxacum officinale","Taraxacum",10395,711896,1.46018519559037,"Asteraceae","Asterales","species",NA
"41","Mertensia fusiformis","Mertensia",150661,470206,32.0414881987895,"Boraginaceae","Boraginales","species",NA
"41","Lupinus argenteus","Lupinus",111561,470206,23.7259839304475,"Fabaceae","Fabales","species",NA
"41","Mertensia ciliata","Mertensia",103286,470206,21.9661169785158,"Boraginaceae","Boraginales","species",NA
"42","Mertensia fusiformis","Mertensia",1923,64982,2.95928103167031,"Boraginaceae","Boraginales","species",NA
"42","Scabrethia scabra","Scabrethia",1444,64982,2.22215382721369,"Asteraceae","Asterales","species",NA
"42","Lupinus argenteus","Lupinus",996,64982,1.53273214120833,"Fabaceae","Fabales","species",NA
"43","Mertensia ciliata","Mertensia",47890,116764,41.0143537391662,"Boraginaceae","Boraginales","species",NA
"43","Mertensia fusiformis","Mertensia",25696,116764,22.0067829125415,"Boraginaceae","Boraginales","species",NA
"43","Hydrophyllum fendleri","Hydrophyllum",11728,116764,10.0441917029221,"Hydrophyllaceae","Boraginales","species",NA
"43","Lupinus argenteus","Lupinus",9203,116764,7.88171011613168,"Fabaceae","Fabales","species",NA
"43","Lupinus sericeus","Lupinus",2043,116764,1.74968312151005,"Fabaceae","Fabales","species",NA
"43","Taraxacum officinale","Taraxacum",1271,116764,1.08852043438046,"Asteraceae","Asterales","species",NA
"44","Mertensia ciliata","Mertensia",46642,217810,21.4140764886828,"Boraginaceae","Boraginales","species",NA
"44","Mertensia fusiformis","Mertensia",26769,217810,12.2900693264772,"Boraginaceae","Boraginales","species",NA
"44","Lupinus argenteus","Lupinus",9209,217810,4.22799687801295,"Fabaceae","Fabales","species",NA
"44","Lupinus sericeus","Lupinus",2421,217810,1.11151921399385,"Fabaceae","Fabales","species",NA
"45","Hydrophyllum fendleri","Hydrophyllum",9,96,9.375,"Hydrophyllaceae","Boraginales","species",NA
"45","Lupinus argenteus","Lupinus",8,96,8.33333333333333,"Fabaceae","Fabales","species",NA
"45",NA,NA,6,96,6.25,"Asteraceae","Asterales","species",NA
"45","Agastache pallidiflora","Agastache",3,96,3.125,"Lamiaceae","Lamiales","species",NA
"46","Lupinus argenteus","Lupinus",20826,866711,2.40287708359534,"Fabaceae","Fabales","species",NA
"46","Hydrophyllum fendleri","Hydrophyllum",8129,866711,0.937913560575555,"Hydrophyllaceae","Boraginales","species",NA
"46","Lupinus sericeus","Lupinus",2749,866711,0.317176082915759,"Fabaceae","Fabales","species",NA
"49","Delphinium barbeyi","Delphinium",29330,51672,56.7618826443722,"Ranunculaceae","Ranunculales","species",NA
"49","Vicia americana","Vicia",419,51672,0.810884037776746,"Fabaceae","Fabales","species",NA
"51","Helianthella quinquenervis","Helianthella",309,51753,0.597066836705119,"Asteraceae","Asterales","species",NA
