"Sample","taxid","Seqs_pr_taxon","Total_seqs","Prcnt_seqs"
"54","Epilobium canum",921,46804,1.9677805315785
"54","Symphyotrichum foliaceum",916,46804,1.95709768395864
"54","Mertensia ciliata",721,46804,1.54046662678404
"55","Mertensia fusiformis",171249,459295,37.285187080199
"55","Lupinus argenteus",69708,459295,15.1771737118845
"55","Mertensia ciliata",50459,459295,10.9861853492853
"55","Delphinium barbeyi",38965,459295,8.4836542962584
"55","Delphinium nuttallianum",23212,459295,5.05383250416399
"55","Hydrophyllum canadense",19350,459295,4.21297858674708
"55","Cynoglossum pringlei",15992,459295,3.481858065078
"55","Cynoglossum anchusoides",9915,459295,2.1587432913487
"55","Delphinium gracile",9325,459295,2.03028554632644
"55","Cynoglossum amplifolium",9098,459295,1.9808619732416
"55","Lupinus sericeus",8490,459295,1.8484851783712
"55","Erigeron grandiflorus",7667,459295,1.66929751031472
"55","Hydrophyllum fendleri",3358,459295,0.73112052166908
"55","Populus alba",2146,459295,0.467237831894534
"55","Campanula rotundifolia",2022,459295,0.440239932940703
"56","Hydrophyllum canadense",87597,238216,36.7720891963596
"56","Lupinus argenteus",73459,238216,30.8371394028949
"56","Lupinus sericeus",32940,238216,13.8277865466635
"56","Hydrophyllum fendleri",21700,238216,9.10937972260469
"56","Mertensia ciliata",2249,238216,0.944101151895758
"56","Lathyrus lanszwertii",2179,238216,0.914716056016389
"56","Symphyotrichum foliaceum",2024,238216,0.849649057997784
"56","Erigeron grandiflorus",1934,238216,0.811868220438594
"56","Nemophila menziesii",1522,238216,0.638915941834302
"56","Taraxacum officinale",1142,238216,0.479396849917722
"56","Arenaria globiflora",680,238216,0.28545521711388
"56","Agastache pallidiflora",588,238216,0.246834805386708
"56","Mertensia fusiformis",546,238216,0.229203747859086
"56","Hydrophyllum capitatum",528,238216,0.221647580347248
"56","Scabrethia scabra",413,238216,0.173372065688283
"6","Delphinium barbeyi",28089,67309,41.7314177895972
"6","Delphinium nuttallianum",18261,67309,27.1301014723143
"6","Delphinium gracile",8231,67309,12.2286766999955
"6","Symphyotrichum foliaceum",3684,67309,5.47326509084966
"6","Trollius europaeus",751,67309,1.11574975114769
"6","Caltha palustris",720,67309,1.06969350309765
"6","Thalictrum tuberosum",452,67309,0.671529810277972
"6","Aquilegia ecalcarata",441,67309,0.655187270647313
"6","Dasiphora fruticosa",438,67309,0.650730214384406
"6","Hydrophyllum capitatum",405,67309,0.60170259549243
"6","Hydrophyllum canadense",368,67309,0.546732234916579
"6","Lupinus sericeus",349,67309,0.518504211918168
"6","Erigeron grandiflorus",323,67309,0.479876390972975
"6","Taraxacum officinale",312,67309,0.463533851342317
"6","Thalictrum thalictroides",301,67309,0.447191311711658
"60","Lupinus argenteus",66600,203085,32.7941502326612
"60","Hydrophyllum canadense",52450,203085,25.8266243198661
"60","Lupinus sericeus",33638,203085,16.5635078907846
"60","Hydrophyllum fendleri",26463,203085,13.0305044685723
"60","Mertensia ciliata",6834,203085,3.36509343378388
"60","Aquilegia ecalcarata",2031,203085,1.00007386069872
"60","Erigeron grandiflorus",1778,203085,0.875495482187262
"60","Lathyrus lanszwertii",1517,203085,0.746977866410616
"60","Viola odorata",1034,203085,0.5091464165251
"60","Hydrophyllum capitatum",888,203085,0.437255336435483
"60","Nemophila menziesii",869,203085,0.427899647930669
"60","Taraxacum officinale",845,203085,0.416081936135116
"60","Symphyotrichum foliaceum",805,203085,0.396385749809193
"60","Vicia americana",423,203085,0.208287170396632
"60","Cynoglossum amplifolium",401,203085,0.197454267917375
"65","Mertensia ciliata",45750,128021,35.7363245092602
"65","Mertensia fusiformis",25958,128021,20.2763609095383
"65","Hydrophyllum fendleri",10493,128021,8.19631154263753
"65","Viola odorata",9929,128021,7.75575882081846
"65","Lupinus argenteus",5251,128021,4.10167081963115
"65","Erigeron grandiflorus",4136,128021,3.23071996000656
"65","Cynoglossum amplifolium",3913,128021,3.05652978808164
"65","Populus alba",2929,128021,2.28790589043985
"65","Hydrophyllum canadense",1937,128021,1.51303301802048
"65","Lupinus sericeus",1854,128021,1.44819990470313
"65","Taraxacum officinale",1564,128021,1.22167456901602
"65","Symphyotrichum foliaceum",1317,128021,1.02873747275838
"65","Ribes rubrum",1301,128021,1.01623952320322
"65","Epilobium canum",1259,128021,0.983432405620953
"65","Lithophragma parviflorum",1111,128021,0.867826372235805
"9","Delphinium barbeyi",29693,80891,36.7074210975263
"9","Delphinium nuttallianum",19805,80891,24.48356430258
"9","Hydrophyllum capitatum",10287,80891,12.7171131522666
"9","Delphinium gracile",8956,80891,11.0716890630602
"9","Vicia americana",3501,80891,4.32804638340483
"9","Hydrophyllum canadense",1335,80891,1.65036901509439
"9","Symphyotrichum foliaceum",902,80891,1.11508078772669
"9","Trollius europaeus",775,80891,0.958079390785131
"9","Caltha palustris",699,80891,0.864125798914589
"9","Thalictrum tuberosum",476,80891,0.588446180662867
"9","Aquilegia ecalcarata",335,80891,0.414137543113573
"9","Thalictrum thalictroides",290,80891,0.358507126874436
"9","Hydrophyllum fendleri",271,80891,0.335018728906801
"9","Dasiphora fruticosa",243,80891,0.300404247691338
"9","Arenaria globiflora",202,80891,0.249718757340124
